CryoSleep,HomePlanet_Earth,HomePlanet_Europa,Cabin_deck_B,Cabin_deck_C,Cabin_side_P,RoomService,Spa,VRDeck,spending_Categ_Low,spending_Categ_Medium,spending_Categ_High,Transported
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,637.0,92.0,319.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,True,0.0,4812.0,1116.0,False,False,True,False
False,False,False,False,False,False,313.0,283.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,0.0,7.0,False,False,True,True
False,False,True,False,True,True,0.0,584.0,10912.0,False,False,True,False
False,False,False,False,False,True,2947.0,27.0,0.0,False,False,True,False
False,False,True,False,True,False,0.0,8620.0,1063.0,False,False,True,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,False,False,False,True,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,335.0,0.0,0.0,False,True,False,False
False,True,False,False,False,True,272.0,0.0,1.0,False,True,False,False
False,True,False,False,False,True,702.0,2.0,6.0,False,True,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,1664.0,0.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,299.0,92.0,False,True,False,False
False,False,True,False,False,False,0.0,981.0,2054.0,False,False,True,False
False,True,False,False,False,True,66.0,0.0,803.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,118.0,754.0,1.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,0.0,1240.0,False,True,False,False
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,44.0,53.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,888.0,0.0,False,True,False,False
False,True,False,False,False,True,0.0,14.0,333.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,0.0,False,True,False,True
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,146.0,0.0,2.0,False,True,False,True
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,3.0,162.0,13.0,False,True,False,False
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,True,0.0,6.0,1460.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,828.0,False,True,False,False
True,False,True,False,True,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,0.0,1157.0,262.0,False,False,True,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,False,0.0,1090.0,0.0,False,False,True,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,90.0,17.0,0.0,False,True,False,True
True,False,True,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,0.0,1370.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,False,0.0,1851.0,5166.0,False,False,True,False
False,False,True,False,True,True,0.0,20.0,2469.0,False,False,True,False
False,True,False,False,False,False,368.0,1.0,101.0,False,True,False,False
False,True,False,False,False,False,0.0,0.0,0.0,False,True,False,True
False,True,False,False,False,False,1194.0,6.0,0.0,False,True,False,False
False,False,True,False,False,False,0.0,4476.0,241.0,False,False,True,False
False,True,False,False,False,True,7.0,0.0,4.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,331.0,318.0,0.0,False,True,False,True
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,386.0,0.0,1330.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,0.0,170.0,0.0,False,True,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,False,1018.0,0.0,0.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,17.0,0.0,2.0,False,True,False,True
False,False,True,False,True,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,False,247.0,46.0,202.0,False,False,True,True
False,False,True,False,True,False,443.0,148.0,1260.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,552.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,5715.0,1476.0,0.0,False,False,True,False
False,True,False,False,False,True,695.0,0.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,417.0,3.0,1057.0,False,True,False,True
False,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,121.0,274.0,907.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,434.0,0.0,0.0,False,True,False,False
False,False,False,False,False,True,142.0,3.0,0.0,False,False,True,True
False,False,False,False,False,False,520.0,0.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,2001.0,0.0,0.0,False,False,True,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,124.0,572.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,148.0,0.0,88.0,False,True,False,False
False,True,False,False,False,False,358.0,0.0,112.0,False,True,False,False
False,True,False,False,False,False,0.0,280.0,417.0,False,True,False,True
False,True,False,False,False,False,0.0,685.0,21.0,False,True,False,False
False,False,False,False,False,True,2832.0,15.0,4.0,False,False,True,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,177.0,58.0,False,True,False,True
False,True,False,False,False,True,0.0,441.0,1023.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,0.0,2766.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,0.0,230.0,False,True,False,False
False,True,False,False,False,False,116.0,6.0,0.0,False,True,False,True
False,False,True,False,True,False,0.0,176.0,8188.0,False,False,True,False
False,False,True,True,False,False,17.0,5132.0,697.0,False,False,True,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,5649.0,2579.0,2175.0,False,False,True,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,0.0,1173.0,1059.0,False,False,True,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,True,198.0,0.0,164.0,False,True,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,348.0,4.0,368.0,False,True,False,False
False,True,False,False,False,False,82.0,3693.0,140.0,False,False,True,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,3.0,25.0,0.0,False,True,False,True
False,True,False,False,False,True,13.0,0.0,128.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,391.0,0.0,0.0,False,True,False,False
False,False,True,False,True,True,69.0,0.0,987.0,False,False,True,True
False,True,False,False,False,True,0.0,1508.0,0.0,False,True,False,False
False,False,True,True,False,True,0.0,8157.0,5688.0,False,False,True,False
False,False,True,True,False,True,1.0,3835.0,1.0,False,False,True,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,28.0,6011.0,3.0,False,False,True,False
False,False,False,False,False,False,1056.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,1770.0,13.0,0.0,False,True,False,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,True,353.0,0.0,2.0,False,True,False,True
False,True,False,False,False,True,177.0,310.0,7.0,False,True,False,False
False,True,False,False,False,True,0.0,0.0,1699.0,False,True,False,False
False,True,False,False,False,True,0.0,5.0,223.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,False,False,False,False,True,1134.0,0.0,0.0,False,True,False,False
False,False,False,False,False,False,0.0,2.0,0.0,False,True,False,False
False,True,False,False,False,False,0.0,567.0,0.0,False,True,False,False
False,True,False,False,False,True,691.0,140.0,0.0,False,True,False,False
False,False,True,False,True,True,0.0,1537.0,0.0,False,False,True,True
False,True,False,False,False,True,0.0,352.0,60.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,True,0.0,5467.0,1241.0,False,False,True,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,True,8.0,13.0,57.0,False,False,True,True
False,False,False,False,False,True,1094.0,34.0,1.0,False,True,False,False
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,False,False,True,417.0,562.0,792.0,False,False,True,True
False,False,True,False,True,False,0.0,715.0,3139.0,False,False,True,True
False,False,True,False,False,False,2.0,2.0,225.0,False,False,True,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,16.0,0.0,False,True,False,True
True,False,False,False,False,True,0.0,0.0,0.0,True,False,False,True
False,False,False,False,False,False,1483.0,0.0,0.0,False,True,False,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,True,4.0,2962.0,3656.0,False,False,True,False
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,46.0,622.0,0.0,False,True,False,False
False,True,False,False,False,False,382.0,467.0,0.0,False,True,False,False
False,True,False,False,False,False,7.0,26.0,0.0,False,True,False,False
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,False,True,True,0.0,1936.0,56.0,False,False,True,False
False,True,False,False,False,False,0.0,722.0,0.0,False,True,False,False
False,True,False,False,False,True,7.0,0.0,0.0,False,True,False,False
False,False,False,False,False,True,2484.0,0.0,0.0,False,False,True,False
False,False,False,False,False,True,1869.0,0.0,0.0,False,True,False,False
False,True,False,False,False,False,1352.0,24.0,799.0,False,True,False,False
False,False,False,False,False,False,0.0,77.0,715.0,False,True,False,False
True,False,True,True,False,True,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,9.0,0.0,0.0,False,True,False,True
False,True,False,False,False,True,757.0,32.0,0.0,False,True,False,False
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,True
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,False,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,False,True,True,False,False,5.0,745.0,5.0,False,False,True,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
True,False,True,True,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,210.0,59.0,73.0,False,True,False,False
False,True,False,False,False,True,0.0,26.0,0.0,False,True,False,True
True,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
False,True,False,False,False,True,0.0,0.0,0.0,True,False,False,False
True,False,True,False,False,False,0.0,0.0,0.0,True,False,False,True
False,True,False,False,False,False,2156.0,59.0,2.0,False,True,False,False
True,True,False,False,False,False,0.0,0.0,0.0,True,False,False,True
